,Bullied_on_school_property_in_past_12_months,Bullied_not_on_school_property_in_past_12_months,Cyber_bullied_in_past_12_months,Sex,Physically_attacked,Physical_fighting,Felt_lonely,Close_friends,Miss_school_no_permission,Other_students_kind_and_helpful,Parents_understand_problems,Most_of_the_time_or_always_felt_lonely,Missed_classes_or_school_without_permission,Were_underweight,Were_overweight,Were_obese,Age,bullied
29596,0,1,0,0,0,0,1,1,0,3,4,0,0,0,1,0,14,1
29599,0,1,1,1,1,0,0,2,0,0,3,0,0,0,1,0,16,1
29602,0,1,0,0,2,1,0,3,0,2,3,0,0,0,1,0,14,1
29604,0,1,1,0,2,2,0,3,0,2,3,0,0,0,1,0,14,1
29606,0,1,0,1,0,1,4,2,1,3,2,1,1,0,0,0,15,1
29608,0,0,0,0,0,1,2,1,0,2,1,0,0,0,0,0,14,0
29610,1,0,0,1,0,0,2,3,0,2,4,0,0,0,0,0,14,1
29614,0,0,0,1,0,0,4,3,0,3,2,1,0,0,0,0,15,0
29616,0,0,0,0,0,1,0,3,0,2,3,0,0,0,1,0,16,0
29617,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,16,0
29618,0,0,0,0,0,1,0,3,0,2,3,0,0,0,1,0,14,0
29621,0,0,0,0,0,0,0,3,0,3,2,0,0,0,0,0,14,0
29622,0,0,0,1,0,0,0,3,1,4,4,0,1,0,0,0,14,0
29623,1,0,0,1,0,1,2,3,4,2,1,0,1,0,1,0,14,1
29624,0,0,0,1,0,0,1,3,0,4,3,0,0,0,0,0,16,0
29625,0,0,0,1,0,0,0,3,0,4,4,0,0,0,1,0,14,0
29630,0,0,0,0,0,0,1,1,4,4,4,0,1,0,1,0,15,0
29631,0,0,0,1,0,0,0,3,1,3,4,0,1,0,0,0,17,0
29632,0,0,0,0,0,0,0,3,0,3,3,0,0,0,1,1,15,0
29633,0,0,0,0,0,1,1,3,1,3,4,0,1,0,1,1,15,0
29634,0,0,1,1,0,2,3,2,2,1,4,1,1,0,0,0,17,1
29636,1,1,0,0,0,0,2,3,0,4,4,0,0,0,1,1,17,1
29637,0,0,1,1,2,0,3,2,0,0,0,1,0,0,1,0,17,1
29638,0,1,0,0,0,3,1,3,1,2,2,0,1,0,0,0,16,1
29639,0,1,0,1,0,0,1,3,0,1,4,0,0,0,0,0,16,1
29640,0,0,0,1,0,0,0,3,0,3,3,0,0,0,1,0,16,0
29641,0,0,0,1,0,0,0,3,0,3,2,0,0,0,1,1,16,0
29642,0,1,0,0,1,0,1,3,1,2,2,0,1,0,0,0,17,1
29643,0,0,0,0,0,0,1,2,1,2,1,0,1,0,1,1,17,0
29645,0,0,0,0,0,0,3,0,0,2,2,1,0,0,1,1,16,0
29646,0,0,0,0,0,0,1,3,0,3,1,0,0,0,0,0,17,0
29647,0,0,0,0,0,1,3,2,1,4,3,1,1,0,0,0,16,0
29648,1,1,1,1,0,0,2,3,0,2,3,0,0,0,0,0,17,1
29649,0,1,0,1,0,0,2,3,0,1,3,0,0,0,0,0,16,1
29650,0,1,0,1,0,0,2,3,0,0,4,0,0,0,1,0,16,1
29651,0,0,0,0,0,0,1,3,0,1,4,0,0,0,0,0,17,0
29654,0,0,0,1,0,0,2,3,0,1,3,0,0,0,1,0,17,0
29656,0,0,0,0,0,1,1,3,0,3,4,0,0,0,0,0,17,0
29657,1,0,1,1,0,1,4,3,1,2,2,1,1,0,0,0,16,1
29658,0,0,0,1,1,0,0,3,0,1,0,0,0,0,1,0,16,0
29659,0,1,1,1,0,1,0,3,0,3,4,0,0,0,0,0,16,1
29660,0,0,0,0,0,0,1,3,1,3,0,0,1,0,1,1,16,0
29661,0,0,0,1,0,0,2,1,0,2,3,0,0,0,0,0,17,0
29662,0,0,0,0,0,0,3,0,0,2,1,1,0,0,1,0,17,0
29664,0,0,0,1,0,0,2,3,0,2,2,0,0,0,0,0,17,0
29665,0,0,0,1,0,0,3,0,1,0,2,1,1,0,0,0,17,0
29666,0,0,0,0,0,0,1,3,0,2,4,0,0,0,0,0,17,0
29667,0,0,0,0,0,0,3,0,3,1,1,1,1,0,0,0,17,0
29668,1,0,1,1,0,0,3,3,2,1,2,1,1,0,0,0,17,1
29669,1,1,0,0,0,0,1,2,0,1,3,0,0,0,1,0,17,1
29670,0,1,0,0,3,2,2,3,0,2,0,0,0,0,0,0,17,1
29671,0,1,1,0,2,2,3,3,0,2,2,1,0,0,1,0,17,1
29672,0,0,1,1,0,0,1,3,0,3,2,0,0,0,1,0,17,1
29673,0,0,0,1,0,0,3,3,0,1,3,1,0,0,1,0,17,0
29674,0,0,0,1,0,0,2,0,2,1,0,0,1,0,0,0,17,0
29676,0,0,0,0,0,0,0,0,1,3,4,0,1,0,1,0,13,0
29677,0,0,0,0,0,1,0,3,0,2,3,0,0,0,1,0,13,0
29679,1,0,0,1,0,0,1,3,0,3,4,0,0,0,0,0,14,1
29680,0,0,0,1,0,0,2,2,0,1,3,0,0,0,0,0,13,0
29681,0,1,0,1,1,0,3,2,3,4,1,1,1,0,1,0,14,1
29682,0,0,0,0,1,0,0,3,0,2,4,0,0,0,1,0,13,0
29683,0,0,0,1,1,0,2,1,0,2,4,0,0,0,0,0,13,0
29684,0,0,0,1,0,0,0,3,0,3,3,0,0,0,1,0,14,0
29685,0,0,0,1,0,0,1,3,0,2,2,0,0,0,1,1,13,0
29686,0,0,0,0,0,0,0,3,0,2,1,0,0,0,1,0,14,0
29688,0,0,0,1,0,0,2,3,0,3,4,0,0,0,1,0,13,0
29689,0,1,0,1,0,0,2,3,0,3,3,0,0,0,1,0,13,1
29690,0,0,0,1,0,2,0,3,0,3,3,0,0,0,1,0,13,0
29691,0,0,0,1,0,0,2,3,2,3,3,0,1,0,0,0,13,0
29693,0,0,0,0,0,5,2,0,0,3,0,0,0,0,0,0,13,0
29694,0,0,0,0,0,1,1,3,1,2,4,0,1,0,1,0,14,0
29696,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,13,0
29697,0,0,0,0,0,0,0,0,1,3,4,0,1,0,0,0,13,0
29698,0,0,0,1,0,0,0,2,0,4,4,0,0,0,0,0,14,0
29699,0,0,0,0,0,1,0,3,0,2,3,0,0,0,1,1,13,0
29700,1,0,0,1,0,0,0,0,0,4,4,0,0,0,0,0,13,1
29701,1,0,0,1,0,0,1,3,0,3,4,0,0,0,1,0,14,1
29702,0,0,0,1,0,0,2,2,0,1,3,0,0,0,0,0,13,0
29705,0,0,0,1,1,0,2,1,0,2,4,0,0,0,0,0,13,0
29706,0,0,0,1,0,0,0,3,0,3,3,0,0,0,1,0,14,0
29709,0,0,0,1,0,0,0,2,0,0,4,0,0,0,0,0,13,0
29710,0,0,0,1,0,0,2,3,0,3,4,0,0,0,0,0,13,0
29711,0,1,0,1,0,0,2,3,0,3,3,0,0,0,1,0,13,1
29712,0,0,0,1,0,2,0,3,0,3,3,0,0,0,0,0,13,0
29713,0,0,0,1,0,0,2,3,2,3,3,0,1,0,0,0,13,0
29714,1,1,0,0,0,2,2,0,0,4,4,0,0,0,0,0,13,1
29715,0,0,0,0,0,5,2,0,0,3,0,0,0,0,0,0,13,0
29716,0,0,1,0,0,1,1,3,1,2,4,0,1,0,0,0,14,1
29717,1,1,1,0,0,0,0,0,0,4,3,0,0,0,0,0,13,1
29718,0,0,0,1,0,1,0,3,0,3,3,0,0,0,0,0,15,0
29720,0,1,0,1,0,1,0,3,1,3,4,0,1,0,0,0,14,1
29721,0,0,0,0,7,3,1,2,0,1,0,0,0,0,0,0,14,0
29722,0,0,0,0,4,2,1,3,0,2,3,0,0,0,0,0,15,0
29723,0,0,0,1,0,0,0,3,1,3,2,0,1,0,0,0,14,0
29724,0,0,0,1,0,0,1,3,0,4,2,0,0,0,0,0,14,0
29726,0,0,1,0,0,2,1,3,0,2,4,0,0,0,0,0,14,1
29727,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,14,0
29728,1,0,1,1,0,0,2,3,0,3,3,0,0,0,0,0,15,1
29730,0,0,0,0,0,0,0,3,0,4,4,0,0,0,1,0,13,0
29731,1,0,0,0,0,0,1,3,0,3,2,0,0,0,0,0,14,1
29732,0,0,0,1,0,0,0,3,0,3,3,0,0,0,0,0,14,0
29733,0,0,0,1,0,0,0,3,0,3,3,0,0,0,0,0,14,0
29734,0,0,0,1,0,1,0,3,0,2,4,0,0,0,0,0,14,0
29735,1,0,0,1,0,0,3,2,0,1,4,1,0,0,0,0,15,1
29736,1,0,0,1,0,0,0,3,0,3,4,0,0,0,0,0,14,1
29737,0,0,0,1,0,0,2,3,0,2,2,0,0,0,0,0,14,0
29738,0,0,0,1,0,0,2,3,0,2,3,0,0,0,0,0,15,0
29739,0,0,0,1,0,0,2,3,3,1,2,0,1,0,1,0,16,0
29740,1,1,1,1,0,1,2,3,0,2,3,0,0,0,1,0,16,1
29741,0,0,0,1,0,0,1,1,0,4,2,0,0,0,1,0,15,0
29742,0,0,0,1,0,0,0,0,2,3,3,0,1,0,1,0,15,0
29743,0,0,0,1,0,0,2,3,0,4,0,0,0,0,1,0,16,0
29744,0,0,0,1,0,0,2,3,0,2,2,0,0,0,0,0,15,0
29745,0,0,0,1,0,0,2,2,0,2,2,0,0,0,0,0,16,0
29746,0,0,0,0,0,0,0,3,0,3,2,0,0,0,1,0,15,0
29747,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,15,0
29748,0,0,0,1,0,0,0,3,0,3,4,0,0,0,1,0,15,0
29749,0,0,0,1,0,0,1,3,0,3,3,0,0,0,0,0,15,0
29750,0,0,0,0,0,0,0,3,0,3,1,0,0,0,1,0,15,0
29751,0,0,1,0,1,1,2,3,0,2,1,0,0,0,0,0,15,1
29752,0,0,0,1,0,0,2,3,0,4,2,0,0,0,1,0,15,0
29753,0,0,0,1,0,0,1,2,0,3,3,0,0,0,1,0,15,0
29754,0,0,0,1,0,0,2,3,0,3,4,0,0,0,0,0,15,0
29755,0,1,1,1,0,0,4,3,0,3,0,1,0,0,0,0,15,1
29756,1,1,1,0,1,0,2,0,1,3,3,0,1,0,1,0,15,1
29757,0,0,0,0,0,0,0,3,0,3,1,0,0,0,1,1,16,0
29758,0,0,1,0,0,0,2,3,0,2,1,0,0,0,1,0,15,1
29759,0,0,0,1,0,0,2,3,0,4,3,0,0,0,0,0,15,0
29760,0,0,1,1,0,0,1,2,0,3,3,0,0,0,0,0,15,1
29761,0,0,0,1,0,0,2,3,0,3,4,0,0,0,0,0,15,0
29762,0,1,1,1,0,0,4,3,0,3,0,1,0,0,0,0,15,1
29763,1,0,1,1,0,0,2,3,0,2,1,0,0,0,0,0,17,1
29764,0,0,0,1,0,0,4,1,0,1,1,1,0,0,0,0,16,0
29765,0,0,0,0,0,0,0,2,0,4,4,0,0,0,0,0,16,0
29766,0,0,1,0,0,6,1,2,0,3,4,0,0,0,0,0,16,1
29767,0,0,0,0,0,0,2,3,0,4,1,0,0,0,1,0,16,0
29768,0,0,0,0,0,0,2,3,0,4,1,0,0,0,0,0,16,0
29769,0,1,1,1,2,0,3,2,0,1,1,1,0,0,0,0,16,1
29770,0,0,1,1,0,0,2,2,0,1,0,0,0,0,0,0,16,1
29771,0,0,0,0,0,0,4,3,0,4,0,1,0,0,0,0,16,0
29772,0,1,1,0,0,0,4,2,0,2,0,1,0,0,0,0,17,1
29773,0,1,0,0,1,0,4,3,0,1,1,1,0,0,1,0,16,1
29774,0,0,1,1,0,0,2,2,1,1,4,0,1,0,0,0,16,1
29775,0,0,0,0,2,0,4,3,0,4,2,1,0,0,0,0,16,0
29776,0,0,0,0,0,0,3,3,0,4,1,1,0,0,0,0,16,0
29777,0,0,1,1,0,0,1,1,0,3,2,0,0,0,1,0,18,1
29779,0,0,0,1,0,0,2,3,0,3,2,0,0,0,0,0,16,0
29780,1,0,0,1,0,0,2,3,0,3,1,0,0,0,0,0,16,1
29781,0,0,0,0,0,0,2,3,0,2,2,0,0,0,0,0,16,0
29783,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,17,0
29784,0,0,0,1,0,0,1,3,0,1,4,0,0,0,0,0,17,0
29785,1,0,0,1,0,0,3,3,0,1,0,1,0,0,0,0,17,1
29787,0,1,0,0,0,0,0,3,0,4,4,0,0,0,0,0,17,1
29788,0,0,0,1,0,0,2,3,0,2,3,0,0,0,0,0,17,0
29789,1,1,0,1,0,0,2,3,1,2,4,0,1,0,0,0,17,1
29790,0,0,0,1,0,0,2,3,0,3,2,0,0,0,0,0,17,0
29791,0,0,0,1,0,0,1,3,0,2,3,0,0,0,0,0,17,0
29793,0,0,0,1,0,0,0,3,0,2,3,0,0,0,0,0,17,0
29794,0,0,0,1,0,0,0,3,0,4,4,0,0,0,1,0,13,0
29795,0,0,0,1,0,0,0,3,1,4,4,0,1,0,1,0,13,0
29797,1,1,1,0,0,4,2,1,1,1,0,0,1,0,1,0,13,1
29798,0,0,0,0,0,0,1,3,1,3,0,0,1,0,0,0,13,0
29801,1,1,0,0,0,0,2,3,2,2,3,0,1,0,1,0,13,1
29802,1,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,13,1
29803,0,1,0,0,0,1,0,3,1,3,0,0,1,0,1,0,14,1
29804,1,1,1,0,0,3,0,3,1,0,1,0,1,0,1,0,15,1
29807,0,0,0,1,0,3,1,3,3,4,1,0,1,0,1,0,13,0
29809,1,0,0,1,0,1,3,3,0,3,0,1,0,0,0,0,13,1
29812,0,0,0,0,0,5,1,3,2,1,3,0,1,0,0,0,15,0
29813,0,0,0,1,0,0,1,3,0,3,0,0,0,0,0,0,14,0
29814,0,0,0,1,0,1,3,3,0,0,0,1,0,0,0,0,14,0
29815,0,0,0,0,0,0,0,3,1,4,2,0,1,0,0,0,17,0
29816,0,0,0,1,0,0,0,3,0,4,3,0,0,0,1,0,14,0
29817,0,0,0,1,0,0,3,3,0,3,2,1,0,0,0,0,14,0
29818,0,0,0,1,0,0,0,3,0,4,2,0,0,0,0,0,14,0
29819,1,0,0,1,0,2,0,3,1,4,4,0,1,0,1,0,14,1
29820,0,0,0,1,0,2,0,3,1,4,4,0,1,0,0,0,14,0
29821,1,0,0,0,7,2,2,3,0,0,4,0,0,0,0,0,15,1
29822,0,0,1,1,0,1,2,1,1,1,0,0,1,0,0,0,14,1
29824,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,15,0
29826,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,17,0
29828,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,16,0
29830,0,0,0,0,0,0,1,3,0,3,2,0,0,0,0,0,15,0
29831,1,0,0,1,0,0,2,0,0,3,2,0,0,0,1,0,15,1
29834,0,1,0,0,0,2,2,3,0,1,2,0,0,0,0,0,16,1
29837,1,1,0,0,0,1,1,3,0,4,2,0,0,0,1,0,17,1
29838,1,1,0,0,5,2,3,3,1,1,1,1,1,0,0,0,17,1
29839,0,1,0,1,0,0,3,3,0,3,1,1,0,0,1,0,17,1
29840,1,0,0,1,0,0,1,3,0,3,4,0,0,0,0,0,17,1
29843,1,1,1,1,0,0,2,3,0,3,2,0,0,0,1,1,17,1
29844,0,0,0,1,0,0,2,3,0,4,1,0,0,0,0,0,17,0
29845,0,0,0,0,0,0,2,3,0,4,4,0,0,0,0,0,15,0
29846,0,0,0,1,0,1,1,1,0,3,2,0,0,0,1,0,13,0
29849,1,1,1,1,0,1,3,3,0,4,0,1,0,0,0,0,14,1
29850,0,0,0,0,0,1,0,3,0,4,3,0,0,0,0,0,13,0
29858,1,0,0,1,0,0,2,3,0,3,0,0,0,0,0,0,14,1
29862,1,1,1,1,0,1,3,3,0,4,0,1,0,0,0,0,14,1
29863,0,0,0,1,0,0,2,1,0,2,4,0,0,0,1,1,13,0
29864,0,1,0,1,0,0,2,3,0,2,0,0,0,0,0,0,13,1
29866,0,0,0,0,0,1,0,3,0,4,4,0,0,0,0,0,14,0
29868,0,0,0,1,0,0,0,3,0,4,4,0,0,0,0,0,13,0
29869,0,0,0,1,0,0,0,3,0,3,3,0,0,0,0,0,13,0
29870,0,0,0,0,0,1,0,3,0,4,3,0,0,0,0,0,13,0
29875,0,0,0,1,0,0,0,3,0,4,1,0,0,0,1,0,14,0
29876,0,0,1,1,0,0,0,3,0,4,1,0,0,0,0,0,14,1
29878,0,1,0,0,0,0,2,3,0,3,2,0,0,0,1,0,14,1
29879,0,0,0,1,0,0,0,3,1,3,4,0,1,1,0,0,15,0
29880,1,1,1,1,0,0,3,3,2,3,4,1,1,0,0,0,15,1
29881,1,0,1,1,0,0,3,3,0,2,3,1,0,0,0,0,14,1
29882,0,0,0,1,0,0,3,1,0,0,0,1,0,0,0,0,14,0
29883,0,0,1,1,1,0,2,2,0,4,4,0,0,0,0,0,15,1
29884,0,0,0,0,0,0,0,3,0,2,4,0,0,0,1,0,14,0
29886,0,0,0,0,0,2,1,3,4,4,1,0,1,0,0,0,15,0
29887,0,0,0,0,0,1,0,3,0,2,3,0,0,0,0,0,15,0
29888,0,0,0,0,0,0,0,3,0,3,4,0,0,0,1,0,14,0
29890,0,0,0,1,0,0,1,3,0,3,4,0,0,0,0,0,15,0
29892,0,0,0,1,0,0,1,2,0,3,3,0,0,0,0,0,15,0
29893,0,0,0,1,0,0,0,3,0,3,2,0,0,0,0,0,15,0
29894,0,1,0,0,0,2,2,2,0,4,4,0,0,1,0,0,17,1
29895,0,1,0,1,0,0,1,3,0,4,3,0,0,0,0,0,14,1
29896,0,0,1,1,2,1,2,3,0,3,4,0,0,0,0,0,14,1
29897,1,0,0,0,0,0,1,3,0,4,2,0,0,0,0,0,15,1
29899,0,0,0,0,0,0,1,3,0,4,4,0,0,0,0,0,14,0
29900,1,1,0,1,0,0,3,2,0,2,3,1,0,0,0,0,15,1
29901,0,0,1,0,0,2,1,3,0,3,2,0,0,0,0,0,14,1
29903,0,0,1,0,0,0,1,3,0,4,4,0,0,0,1,0,15,1
29904,0,0,0,1,0,1,3,3,1,3,0,1,1,0,0,0,15,0
29905,0,0,0,1,0,0,3,2,0,2,4,1,0,0,0,0,15,0
29906,1,1,1,1,0,0,1,3,1,4,1,0,1,0,1,0,17,1
29907,0,0,0,1,0,0,3,3,1,3,0,1,1,0,0,0,15,0
29908,1,1,0,0,0,0,2,3,0,3,2,0,0,0,0,0,17,1
29909,0,0,0,1,0,0,1,3,0,2,1,0,0,0,0,0,16,0
29910,1,1,1,1,0,0,1,3,0,4,4,0,0,0,1,0,16,1
29911,1,1,1,0,0,7,3,3,0,0,0,1,0,0,0,0,17,1
29913,1,1,1,1,1,2,4,3,0,2,0,1,0,0,0,0,16,1
29914,1,1,0,0,0,1,1,2,0,1,3,0,0,0,1,0,16,1
29915,1,0,1,1,0,1,3,2,0,1,1,1,0,0,1,0,15,1
29916,0,0,0,0,0,2,0,3,0,4,4,0,0,0,0,0,17,0
29917,1,1,0,1,1,1,2,3,0,1,2,0,0,0,0,0,16,1
29919,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,17,1
29920,0,0,0,1,0,0,1,3,0,4,1,0,0,0,1,1,17,0
29921,0,0,0,1,0,0,2,2,3,0,1,0,1,0,0,0,17,0
29923,1,1,1,1,0,0,3,0,1,1,3,1,1,0,0,0,16,1
29924,0,0,1,1,0,0,2,2,1,3,3,0,1,0,0,0,17,1
29926,0,0,0,1,0,0,1,3,0,2,3,0,0,0,1,0,17,0
29927,0,0,0,1,0,0,1,3,0,2,3,0,0,0,0,0,17,0
29928,0,0,0,1,0,0,3,1,1,2,4,1,1,0,0,0,17,0
29929,0,0,0,1,0,0,2,1,0,3,3,0,0,0,0,0,16,0
29931,1,1,0,0,7,1,0,2,0,2,4,0,0,0,0,0,14,1
29933,1,0,0,0,0,1,2,3,0,2,0,0,0,0,0,0,15,1
29937,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,1
29938,0,0,0,0,0,0,0,3,0,4,4,0,0,0,1,0,13,0
29939,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,13,0
29942,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,15,0
29944,0,0,0,1,0,1,0,3,0,1,4,0,0,0,0,0,13,0
29945,0,0,0,1,0,0,0,3,0,4,4,0,0,0,0,0,13,0
29947,0,0,0,1,0,0,0,3,0,3,4,0,0,0,0,0,13,0
29956,0,0,0,0,0,0,3,3,0,4,1,1,0,0,0,0,13,0
29959,0,1,1,1,0,0,2,3,1,1,3,0,1,0,0,0,15,1
29960,0,0,0,1,0,0,1,1,1,3,2,0,1,0,0,0,16,0
29961,0,0,0,1,0,0,1,3,0,4,3,0,0,0,0,0,15,0
29963,1,1,0,1,0,0,2,3,0,1,3,0,0,0,0,0,14,1
29966,0,0,0,0,0,0,1,3,2,3,4,0,1,0,0,0,14,0
29967,0,0,0,0,0,0,0,2,0,3,3,0,0,0,0,0,15,0
29968,0,1,0,0,0,0,0,2,1,3,2,0,1,0,0,0,15,1
29969,0,0,0,1,0,0,0,3,0,4,4,0,0,0,0,0,15,0
29971,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,0,16,0
29972,0,0,0,0,0,2,2,3,1,4,4,0,1,0,0,0,14,0
29983,1,0,0,0,0,0,1,3,0,4,2,0,0,0,0,0,17,1
29986,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,17,0
29987,0,0,1,1,0,0,2,1,0,3,4,0,0,0,1,1,16,1
29991,0,0,1,0,0,0,3,2,4,0,4,1,1,0,1,0,15,1
29992,1,1,1,1,0,0,3,3,0,4,0,1,0,0,0,0,15,1
29994,0,0,0,1,0,0,0,3,0,4,4,0,0,0,0,0,17,0
29995,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,17,0
29996,0,1,1,1,0,1,0,3,0,1,2,0,0,0,1,0,15,1
29997,1,0,0,1,0,0,1,3,0,0,0,0,0,0,1,1,15,1
29998,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,15,0
30001,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,17,0
30003,0,1,1,0,0,0,0,3,0,4,2,0,0,0,0,0,15,1
30004,0,1,1,0,0,0,1,3,0,4,2,0,0,0,0,0,16,1
30006,0,0,0,0,0,0,0,3,1,2,2,0,1,0,0,0,15,0
30007,0,0,0,0,0,0,2,2,0,4,0,0,0,0,0,0,17,0
30008,0,1,0,0,0,0,0,2,1,4,1,0,1,0,0,0,16,1
30009,1,1,1,1,0,0,2,1,0,4,0,0,0,0,0,0,16,1
30010,0,0,0,1,0,0,1,1,0,4,1,0,0,0,0,0,16,0
30014,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,17,0
30017,0,1,0,1,0,0,1,3,0,2,1,0,0,0,0,0,17,1
30018,0,1,0,1,0,0,1,3,0,2,2,0,0,0,1,0,16,1
30026,0,0,0,0,0,0,1,3,0,4,2,0,0,0,1,1,16,0
30028,1,1,1,1,0,0,2,3,0,3,3,0,0,0,0,0,16,1
30030,1,1,0,1,0,0,4,0,0,0,0,1,0,0,0,0,16,1
30031,0,0,0,0,0,0,1,3,0,3,4,0,0,0,0,0,16,0
30033,0,0,0,0,0,2,2,3,2,4,3,0,1,0,0,0,17,0
30034,0,0,0,1,0,0,0,1,0,1,4,0,0,0,1,1,16,0
30037,0,0,0,1,0,0,3,3,0,2,1,1,0,0,1,0,17,0
30038,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,0,17,0
30039,0,0,0,1,0,1,4,3,0,3,0,1,0,0,0,0,17,0
30040,1,0,1,1,0,0,2,1,0,2,1,0,0,0,0,0,17,1
30041,0,0,0,1,0,0,3,3,0,4,0,1,0,0,0,0,17,0
30043,0,0,0,1,0,0,2,3,1,3,2,0,1,0,0,0,17,0
30044,1,1,1,0,0,0,0,3,0,2,2,0,0,0,0,0,17,1
30045,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,17,0
30047,0,0,0,1,0,0,1,3,1,4,2,0,1,0,0,0,17,0
30053,0,1,1,1,0,0,2,3,0,3,4,0,0,0,0,0,14,1
30054,0,1,0,1,0,0,2,3,0,4,4,0,0,0,1,0,13,1
30055,1,1,0,0,4,1,2,1,1,2,0,0,1,0,1,1,13,1
30056,1,0,0,0,0,0,0,3,0,4,4,0,0,0,1,0,14,1
30057,0,0,0,0,0,2,0,3,0,1,1,0,0,0,0,0,14,0
30058,1,1,1,0,0,7,0,3,2,3,0,0,1,0,1,0,13,1
30062,1,1,1,1,0,0,3,2,0,0,0,1,0,0,1,0,14,1
30071,1,0,0,0,2,0,4,3,0,0,0,1,0,0,1,0,17,1
30075,0,0,0,0,0,0,0,3,1,4,0,0,1,0,0,0,16,0
30076,1,1,0,0,0,0,3,3,0,1,1,1,0,0,0,0,15,1
30077,0,0,0,1,0,0,1,3,0,1,3,0,0,0,0,0,13,0
30079,0,0,0,1,0,0,1,3,0,2,3,0,0,0,0,0,14,0
30080,0,1,0,0,2,0,2,3,0,1,0,0,0,0,0,0,14,1
30081,1,1,1,1,0,0,1,3,2,4,3,0,1,0,0,0,14,1
30082,1,0,1,1,1,0,3,2,0,4,2,1,0,0,1,0,15,1
30083,0,0,0,1,0,0,0,3,0,3,4,0,0,0,0,0,14,0
30084,0,0,0,1,0,0,3,1,0,3,3,1,0,0,0,0,16,0
30085,0,0,0,1,0,0,0,3,1,4,4,0,1,0,1,0,14,0
30087,1,1,0,1,0,0,3,3,0,1,0,1,0,0,1,0,15,1
30089,0,0,0,1,0,0,2,3,0,4,2,0,0,0,0,0,15,0
30091,0,1,1,1,0,1,3,1,4,2,0,1,1,0,0,0,15,1
30092,0,0,0,1,0,0,0,3,1,4,3,0,1,0,0,0,14,0
30093,0,0,0,1,0,2,2,3,0,4,1,0,0,0,1,0,15,0
30095,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,15,0
30096,0,0,1,1,0,2,1,3,4,2,4,0,1,0,0,0,14,1
30097,1,1,0,0,0,0,3,0,0,0,2,1,0,0,0,0,14,1
30098,0,0,0,1,1,1,2,3,0,1,2,0,0,0,1,0,17,0
30101,1,1,1,1,7,1,4,3,4,1,0,1,1,0,0,0,16,1
30103,0,0,0,1,0,0,0,3,1,1,4,0,1,0,0,0,15,0
30105,0,0,0,1,0,0,0,3,0,1,4,0,0,0,0,0,14,0
30107,1,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,15,1
30108,0,0,0,1,0,0,1,1,0,4,4,0,0,1,0,0,14,0
30110,0,1,1,1,0,0,1,1,0,4,4,0,0,1,0,0,14,1
30111,0,1,0,1,1,0,3,2,0,1,0,1,0,0,0,0,14,1
30112,0,1,0,1,0,0,2,3,0,1,2,0,0,0,0,0,15,1
30114,1,0,0,0,0,0,2,3,0,2,3,0,0,0,0,0,14,1
30115,0,0,0,0,0,0,2,3,1,3,1,0,1,0,0,0,14,0
30117,0,0,1,0,0,0,1,3,1,1,1,0,1,0,0,0,15,1
30118,0,1,0,0,0,0,1,3,4,1,2,0,1,0,1,0,15,1
30119,0,0,0,0,1,0,0,3,0,1,4,0,0,0,1,1,15,0
30120,1,0,0,1,0,0,0,3,0,4,0,0,0,0,1,0,14,1
30121,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,14,0
30123,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,16,0
30124,1,1,1,1,0,0,3,2,0,3,0,1,0,0,0,0,15,1
30128,0,0,0,0,0,7,3,1,0,1,2,1,0,0,0,0,15,0
30129,0,0,0,1,0,0,2,3,1,2,2,0,1,0,0,0,15,0
30130,0,0,0,0,0,0,2,3,0,2,1,0,0,0,0,0,17,0
30131,0,0,0,1,0,0,4,2,1,1,0,1,1,0,0,0,16,0
30132,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,15,0
30133,1,1,1,1,0,0,3,2,0,3,0,1,0,0,0,0,16,1
