,Bullied_on_school_property_in_past_12_months,Bullied_not_on_school_property_in_past_12_months,Cyber_bullied_in_past_12_months,Sex,Physically_attacked,Physical_fighting,Felt_lonely,Close_friends,Miss_school_no_permission,Other_students_kind_and_helpful,Parents_understand_problems,Most_of_the_time_or_always_felt_lonely,Missed_classes_or_school_without_permission,Were_underweight,Were_overweight,Were_obese,Age,bullied
29125,0,0,0,0,1,1,1,3,0,2,2,0,0,0,0,0,13,0
29126,0,0,0,0,0,1,0,3,0,2,2,0,0,0,0,0,13,0
29129,0,0,0,1,0,0,0,3,0,3,0,0,0,0,0,0,13,0
29130,0,0,0,1,0,0,1,3,0,1,2,0,0,0,0,0,14,0
29134,0,0,0,1,0,0,0,3,1,1,4,0,1,0,1,1,13,0
29135,1,1,0,1,0,0,2,3,0,3,1,0,0,0,1,0,13,1
29136,0,0,1,1,0,0,3,3,0,1,0,1,0,0,0,0,14,1
29137,0,0,1,1,0,0,2,1,0,1,0,0,0,0,0,0,13,1
29140,0,0,0,1,0,0,0,3,0,3,4,0,0,0,0,0,13,0
29141,0,0,0,1,0,0,1,3,2,2,2,0,1,0,0,0,13,0
29142,0,0,0,1,0,0,0,3,1,1,1,0,1,0,0,0,13,0
29144,0,0,0,1,0,0,0,3,1,1,4,0,1,0,0,0,13,0
29145,0,0,0,1,0,1,2,2,1,3,4,0,1,0,1,1,13,0
29147,1,1,1,1,0,0,1,3,0,3,4,0,0,0,0,0,13,1
29149,0,0,0,0,1,2,0,3,1,3,3,0,1,0,1,0,15,0
29150,0,0,0,0,0,0,0,3,0,3,3,0,0,0,1,1,15,0
29154,0,0,0,1,0,0,2,3,1,3,4,0,1,0,0,0,15,0
29155,1,1,0,1,0,1,2,1,0,1,0,0,0,0,0,0,14,1
29156,1,1,1,1,0,2,4,3,3,1,0,1,1,0,0,0,14,1
29157,0,0,0,1,0,0,1,0,1,3,4,0,1,0,1,0,15,0
29158,1,1,1,1,0,0,3,3,0,1,1,1,0,0,0,0,15,1
29160,1,1,1,1,0,1,2,3,0,1,4,0,0,0,0,0,14,1
29161,1,1,1,1,0,1,2,3,0,1,4,0,0,0,0,0,14,1
29163,1,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,16,1
29164,0,1,0,0,2,0,2,0,1,0,4,0,1,0,0,0,15,1
29165,0,0,0,1,0,0,1,3,0,3,2,0,0,0,0,0,14,0
29170,1,0,0,1,1,0,1,3,2,1,0,0,1,0,0,0,15,1
29171,0,0,0,1,0,0,0,3,4,1,3,0,1,0,0,0,17,0
29172,0,0,0,0,0,0,1,2,2,2,4,0,1,1,0,0,14,0
29173,1,1,1,1,0,0,3,3,0,3,1,1,0,0,1,0,15,1
29175,0,1,0,1,0,0,3,2,0,1,0,1,0,0,0,0,15,1
29176,0,0,1,1,0,4,2,2,1,1,2,0,1,0,1,1,15,1
29177,1,1,1,1,0,1,2,2,1,1,2,0,1,0,0,0,16,1
29178,0,0,1,0,0,0,1,3,0,4,2,0,0,0,0,0,15,1
29179,0,0,0,1,0,0,2,3,0,4,3,0,0,0,0,0,16,0
29180,0,1,1,1,0,0,4,3,0,4,1,1,0,0,0,0,15,1
29181,0,0,0,1,0,0,0,3,0,3,4,0,0,0,0,0,16,0
29182,0,0,0,1,0,0,0,1,0,4,4,0,0,0,1,0,17,0
29183,1,0,0,1,0,0,1,3,0,1,4,0,0,0,0,0,16,1
29184,0,0,0,1,1,0,2,3,0,2,1,0,0,0,1,0,15,0
29185,0,0,0,1,1,0,2,0,3,2,2,0,1,0,0,0,15,0
29186,0,0,0,0,0,0,1,2,1,2,4,0,1,0,0,0,16,0
29187,1,1,0,1,0,0,3,3,2,3,2,1,1,0,1,1,17,1
29189,0,0,0,1,0,0,2,1,0,3,0,0,0,0,0,0,15,0
29191,0,0,0,0,0,1,0,3,0,4,4,0,0,0,0,0,15,0
29194,1,1,1,1,3,0,3,0,1,3,0,1,1,0,1,1,16,1
29195,1,1,1,1,0,0,2,1,0,1,4,0,0,0,1,1,15,1
29196,0,0,0,1,0,0,2,3,3,3,3,0,1,0,1,0,15,0
29197,1,1,0,1,0,0,3,0,0,1,3,1,0,0,1,0,15,1
29198,0,0,0,1,0,0,0,1,0,3,4,0,0,0,0,0,15,0
29201,0,1,0,1,0,0,2,3,0,3,1,0,0,0,1,0,15,1
29202,0,0,1,1,0,0,1,3,1,1,2,0,1,0,0,0,15,1
29203,1,0,0,1,4,3,3,2,1,0,1,1,1,0,0,0,16,1
29205,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,17,0
29207,0,0,1,1,0,0,2,2,0,2,0,0,0,0,0,0,16,1
29210,0,0,0,0,0,0,1,3,0,4,4,0,0,0,1,0,16,0
29211,0,0,0,1,0,0,1,3,0,4,4,0,0,0,0,0,16,0
29212,0,1,0,0,0,1,1,2,0,1,3,0,0,0,0,0,17,1
29213,1,0,0,1,0,0,2,2,1,2,1,0,1,0,0,0,17,1
29214,0,0,0,0,3,0,4,3,0,1,0,1,0,0,0,0,17,0
29215,0,1,1,1,6,6,3,2,1,3,3,1,1,0,0,0,17,1
29216,0,0,0,1,0,0,2,3,1,3,2,0,1,0,0,0,17,0
29217,0,0,0,1,0,0,2,3,0,4,3,0,0,0,1,0,17,0
29218,1,0,0,1,0,0,2,1,0,2,3,0,0,0,0,0,17,1
29219,0,0,0,0,2,0,1,3,0,3,2,0,0,0,0,0,13,0
29220,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,13,0
29221,0,0,1,1,0,2,3,2,0,3,0,1,0,0,0,0,13,1
29223,0,0,1,1,0,0,1,3,1,3,3,0,1,0,0,0,13,1
29224,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,13,0
29225,0,0,0,0,1,2,2,3,1,2,3,0,1,0,0,0,14,0
29227,1,0,0,1,0,0,2,1,0,4,4,0,0,0,0,0,14,1
29228,0,1,0,0,0,1,2,0,0,3,3,0,0,0,1,0,15,1
29230,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,13,0
29231,0,0,0,0,0,6,0,3,0,4,4,0,0,0,0,0,13,0
29232,0,0,0,0,0,0,2,3,0,1,3,0,0,0,1,0,14,0
29235,0,0,0,1,0,0,0,1,2,3,2,0,1,0,0,0,14,0
29236,0,0,0,0,0,0,1,3,2,3,3,0,1,1,0,0,14,0
29237,0,0,0,0,0,0,0,3,0,3,4,0,0,0,1,1,13,0
29238,0,0,0,1,1,1,2,0,1,1,0,0,1,0,0,0,14,0
29240,0,0,0,0,0,0,1,3,0,4,0,0,0,1,0,0,13,0
29241,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,13,0
29243,1,0,0,1,0,0,1,3,0,1,4,0,0,0,1,1,13,1
29246,0,0,0,1,0,1,4,3,1,1,0,1,1,0,1,1,13,0
29247,0,0,0,0,0,1,0,3,0,3,1,0,0,0,1,0,13,0
29248,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0
29250,0,0,0,1,0,0,2,3,0,3,2,0,0,0,0,0,14,0
29251,0,0,1,0,0,2,0,2,0,4,4,0,0,0,1,1,15,1
29252,0,0,0,1,0,0,0,3,0,4,2,0,0,0,0,0,14,0
29253,0,0,0,1,0,0,1,2,0,1,4,0,0,0,0,0,17,0
29256,0,0,0,1,0,0,1,3,0,1,1,0,0,0,0,0,15,0
29257,1,0,0,0,0,1,0,0,0,0,4,0,0,0,1,1,14,1
29258,0,0,0,1,0,0,0,3,0,4,0,0,0,0,0,0,14,0
29259,0,0,1,1,0,0,4,3,0,3,0,1,0,0,0,0,15,1
29260,0,0,1,1,0,0,3,3,1,3,1,1,1,0,0,0,14,1
29261,0,0,0,1,0,0,0,3,0,4,3,0,0,0,0,0,14,0
29262,0,0,0,1,0,0,4,3,0,4,0,1,0,0,0,0,14,0
29265,1,0,0,1,0,0,4,0,1,1,1,1,1,0,0,0,14,1
29266,0,0,0,1,0,0,1,3,0,1,2,0,0,0,1,0,15,0
29267,0,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,14,0
29270,0,0,0,1,0,1,1,3,2,4,1,0,1,0,0,0,16,0
29271,1,1,0,1,0,1,0,3,2,3,0,0,1,0,0,0,14,1
29272,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,15,0
29273,0,0,0,0,0,1,0,3,0,1,3,0,0,0,0,0,15,0
29274,0,0,0,1,0,0,0,3,0,1,2,0,0,0,0,0,15,0
29276,0,0,0,1,0,0,4,3,0,3,0,1,0,0,0,0,15,0
29277,0,0,0,0,0,0,1,3,1,3,0,0,1,0,1,0,14,0
29278,0,1,0,1,0,0,3,3,1,1,3,1,1,0,0,0,14,1
29279,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,14,0
29281,0,0,0,0,0,0,1,3,0,2,3,0,0,0,0,0,14,0
29284,0,1,0,0,1,7,4,2,0,1,0,1,0,0,0,0,15,1
29285,1,1,0,0,0,2,0,3,1,3,2,0,1,0,0,0,14,1
29287,0,0,0,1,0,0,1,3,0,4,4,0,0,0,0,0,14,0
29289,0,0,0,1,0,0,2,3,0,0,2,0,0,0,0,0,15,0
29291,0,0,0,0,0,0,2,3,0,2,1,0,0,0,1,0,15,0
29292,0,0,0,1,0,0,2,3,1,3,1,0,1,0,0,0,14,0
29294,0,0,0,1,0,0,1,2,0,2,4,0,0,0,0,0,14,0
29295,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,14,0
29296,0,0,0,1,0,0,2,3,1,1,3,0,1,0,1,0,14,0
29298,0,1,0,1,0,1,3,3,0,4,3,1,0,0,1,0,14,1
29299,0,0,1,0,0,1,2,3,0,2,2,0,0,0,0,0,13,1
29300,0,0,0,1,0,0,1,1,1,0,2,0,1,0,0,0,14,0
29303,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0
29304,0,0,0,0,0,1,0,2,0,4,4,0,0,0,0,0,16,0
29305,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,16,0
29306,1,1,0,1,0,0,1,0,0,3,3,0,0,0,0,0,16,1
29308,0,0,0,1,0,0,1,2,0,3,3,0,0,0,0,0,16,0
29309,1,0,0,1,0,0,1,2,0,2,1,0,0,0,0,0,15,1
29311,1,1,0,0,0,0,2,3,0,1,0,0,0,0,0,0,15,1
29312,0,0,1,1,1,0,0,1,1,4,3,0,1,0,0,0,16,1
29318,0,1,0,1,2,0,3,1,0,2,1,1,0,0,0,0,16,1
29319,0,0,0,1,0,0,1,2,0,3,2,0,0,0,0,0,16,0
29320,0,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,15,0
29322,0,0,0,0,0,1,2,2,0,2,0,0,0,0,0,0,16,0
29323,1,1,0,1,0,0,3,1,1,0,1,1,1,0,0,0,15,1
29324,0,1,0,0,0,2,2,3,0,0,3,0,0,0,1,1,16,1
29325,0,0,0,1,0,0,0,3,0,3,3,0,0,0,1,1,15,0
29326,1,0,0,1,0,0,1,3,0,4,4,0,0,0,0,0,15,1
29327,0,0,0,1,0,0,0,1,1,3,2,0,1,0,0,0,16,0
29328,0,0,0,1,0,0,0,2,0,4,4,0,0,0,0,0,16,0
29329,0,0,0,0,2,0,3,0,2,1,0,1,1,0,0,0,17,0
29330,0,0,0,0,0,0,0,3,1,4,4,0,1,0,0,0,16,0
29331,1,1,0,1,2,0,3,1,3,3,1,1,1,0,1,0,16,1
29332,0,0,0,1,0,0,1,2,1,2,3,0,1,0,0,0,17,0
29333,0,0,0,1,1,1,1,3,1,4,4,0,1,0,0,0,16,0
29334,0,0,0,1,0,0,2,1,1,1,1,0,1,0,0,0,16,0
29335,0,0,0,1,0,0,1,2,0,4,4,0,0,0,0,0,16,0
29336,0,0,0,1,0,0,0,3,0,3,0,0,0,0,0,0,17,0
29337,0,0,0,1,0,0,1,3,0,4,3,0,0,0,0,0,17,0
29338,0,0,0,1,0,0,0,2,0,4,2,0,0,0,0,0,16,0
29339,0,0,0,1,0,0,2,3,0,4,1,0,0,0,0,0,16,0
29340,0,0,0,1,0,0,0,2,0,3,3,0,0,0,0,0,16,0
29343,0,1,0,1,0,0,2,3,1,2,3,0,1,0,1,0,17,1
29344,0,0,0,1,0,0,0,3,1,4,2,0,1,0,1,0,16,0
29345,1,1,1,1,0,0,2,2,0,0,4,0,0,0,0,0,17,1
29346,1,0,1,0,0,0,1,3,0,2,1,0,0,0,0,0,17,1
29347,0,0,0,0,0,7,4,0,0,0,3,1,0,0,0,0,17,0
29348,0,0,0,1,0,0,1,2,0,2,2,0,0,0,0,0,17,0
29349,0,1,0,1,0,1,4,0,2,2,0,1,1,0,0,0,17,1
29350,0,1,0,1,0,0,2,2,0,3,3,0,0,0,0,0,17,1
29351,0,1,1,0,0,0,1,3,0,3,0,0,0,0,1,0,17,1
29352,0,0,0,0,0,0,0,3,1,1,1,0,1,0,0,0,17,0
29353,1,1,0,1,0,0,2,3,2,1,3,0,1,0,1,0,17,1
29354,1,1,0,0,0,0,2,3,1,2,3,0,1,0,0,0,17,1
29355,1,0,0,1,0,0,3,2,1,2,1,1,1,0,0,0,17,1
29356,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,17,0
29358,0,0,1,1,0,0,2,3,1,3,1,0,1,0,0,0,17,1
29359,0,0,0,1,0,0,0,3,1,4,3,0,1,0,1,0,17,0
29360,1,0,0,1,0,0,3,1,1,1,4,1,1,0,0,0,17,1
29361,0,0,0,0,0,0,0,3,1,3,0,0,1,0,0,0,17,0
29362,1,1,0,1,0,0,2,2,0,3,4,0,0,0,0,0,17,1
29363,0,0,0,0,0,0,1,3,3,1,2,0,1,0,0,0,17,0
29366,0,0,0,1,0,0,1,3,0,4,2,0,0,0,0,0,13,0
29367,1,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,13,1
29369,1,0,0,0,0,0,1,2,0,3,3,0,0,0,0,0,13,1
29370,1,0,0,1,0,0,1,3,0,2,1,0,0,0,0,0,13,1
29372,1,0,0,1,0,1,0,1,4,4,3,0,1,0,1,0,13,1
29373,0,0,0,1,0,2,0,3,0,3,4,0,0,0,1,0,13,0
29376,0,0,0,1,0,0,0,3,0,3,3,0,0,0,0,0,13,0
29378,0,0,0,1,0,0,0,1,1,3,3,0,1,0,1,0,13,0
29379,0,0,0,1,0,0,0,3,0,3,3,0,0,0,1,0,13,0
29385,0,0,0,1,0,0,0,2,0,3,3,0,0,0,0,0,13,0
29388,0,0,0,1,0,0,0,1,3,4,3,0,1,0,1,0,13,0
29389,0,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,15,0
29390,0,0,0,1,0,0,0,3,0,3,4,0,0,0,0,0,15,0
29391,0,0,0,0,2,4,0,3,0,1,1,0,0,0,0,0,16,0
29392,0,0,0,0,0,1,0,3,0,3,4,0,0,0,0,0,15,0
29393,0,0,0,1,0,0,2,3,0,3,0,0,0,0,0,0,16,0
29396,0,0,0,0,0,1,1,3,0,3,0,0,0,0,0,0,15,0
29398,0,0,0,1,0,0,0,3,0,2,3,0,0,0,0,0,15,0
29400,0,0,1,1,0,0,2,2,0,3,3,0,0,0,0,0,15,1
29401,1,1,0,0,0,2,2,2,0,2,2,0,0,0,0,0,16,1
29402,0,0,0,0,0,0,3,2,1,0,2,1,1,0,0,0,15,0
29403,1,0,0,1,0,0,2,2,0,3,3,0,0,0,0,0,15,1
29404,0,0,0,1,1,0,1,2,0,3,3,0,0,0,0,0,15,0
29405,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,15,0
29406,0,0,1,1,0,0,0,3,0,4,4,0,0,0,0,0,15,1
29407,0,0,0,1,1,1,1,2,1,1,3,0,1,0,0,0,16,0
29408,1,0,0,1,0,0,0,3,0,3,4,0,0,0,0,0,15,1
29409,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,15,0
29410,0,0,0,0,0,0,0,3,0,4,2,0,0,0,0,0,15,0
29411,0,1,0,1,1,0,1,3,4,4,4,0,1,0,0,0,16,1
29412,0,0,1,1,0,0,2,2,0,1,3,0,0,0,1,0,15,1
29413,1,1,1,1,0,0,2,3,0,2,3,0,0,0,0,0,15,1
29414,0,0,0,1,0,0,0,3,0,2,3,0,0,0,1,0,15,0
29415,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,16,0
29416,1,0,0,1,0,0,2,3,0,2,3,0,0,0,1,0,15,1
29417,1,0,1,1,1,0,2,2,3,1,1,0,1,0,0,0,15,1
29418,0,0,1,1,0,0,0,3,0,2,4,0,0,0,0,0,15,1
29419,0,0,0,1,0,0,0,1,1,3,2,0,1,0,0,0,16,0
29420,0,0,0,1,1,0,2,3,1,2,0,0,1,0,0,0,16,0
29421,0,0,0,1,0,0,0,2,0,4,4,0,0,0,0,0,16,0
29422,0,0,0,0,2,0,3,0,2,1,0,1,1,0,0,0,16,0
29423,0,0,0,0,0,0,0,3,4,3,4,0,1,0,0,0,16,0
29424,0,0,0,0,0,0,0,3,1,3,4,0,1,0,0,0,16,0
29425,0,0,0,0,0,0,0,3,1,4,4,0,1,0,0,0,16,0
29426,1,1,0,1,2,0,3,1,3,3,1,1,1,0,0,0,16,1
29427,0,0,0,1,0,0,1,2,1,2,3,0,1,0,0,0,16,0
29428,0,0,0,1,1,1,1,3,1,4,4,0,1,0,0,0,16,0
29429,0,0,0,1,0,0,3,2,0,4,0,1,0,0,0,0,16,0
29430,0,0,0,1,0,0,2,1,1,1,1,0,1,0,0,0,16,0
29431,0,0,0,1,0,0,1,2,0,4,4,0,0,0,0,0,16,0
29432,0,0,0,1,0,0,0,3,0,3,0,0,0,0,0,0,16,0
29433,0,0,0,1,0,0,1,3,0,4,3,0,0,0,0,0,17,0
29434,0,0,0,1,0,0,0,2,0,4,2,0,0,0,0,0,16,0
29435,0,0,0,1,0,0,0,3,1,4,1,0,1,0,1,0,16,0
29436,0,0,0,1,0,0,2,3,0,4,1,0,0,0,0,0,16,0
29437,0,0,0,1,0,0,0,2,0,3,3,0,0,0,0,0,16,0
29438,0,0,0,0,0,0,0,3,1,3,2,0,1,0,0,0,16,0
29439,0,1,0,0,0,0,1,3,1,3,0,0,1,0,0,0,17,1
29440,0,1,0,1,0,0,2,3,1,2,3,0,1,0,0,0,17,1
29441,0,0,0,1,0,0,0,3,1,4,2,0,1,0,0,0,16,0
29442,0,1,0,0,0,1,1,2,0,1,3,0,0,0,0,0,17,1
29443,0,0,0,0,0,0,1,3,0,4,4,0,0,0,0,0,17,0
29444,0,0,0,0,0,0,2,3,0,3,1,0,0,0,0,0,17,0
29445,1,0,0,1,0,0,2,2,1,2,1,0,1,0,0,0,17,1
29446,0,0,0,1,0,0,0,2,2,4,0,0,1,0,0,0,17,0
29447,0,0,0,0,3,0,4,3,0,1,0,1,0,0,0,0,17,0
29448,0,1,1,1,6,6,3,2,1,3,3,1,1,0,0,0,17,1
29449,0,0,0,1,0,0,2,3,1,3,2,0,1,0,0,0,17,0
29450,0,0,0,1,0,0,2,3,0,4,3,0,0,0,1,0,17,0
29451,1,0,0,1,0,0,2,1,0,2,3,0,0,0,0,0,17,1
29453,0,0,0,0,2,2,0,3,0,2,4,0,0,0,0,0,13,0
29455,0,0,0,0,0,0,0,3,2,4,4,0,1,0,0,0,13,0
29456,0,0,0,1,0,0,2,3,0,1,3,0,0,0,0,0,14,0
29457,0,0,0,1,0,0,3,3,1,1,0,1,1,0,0,0,13,0
29458,0,0,1,1,0,0,3,2,2,1,1,1,1,0,0,0,13,1
29459,0,0,0,1,1,0,2,0,0,1,2,0,0,0,0,0,13,0
29460,0,1,0,1,0,0,2,3,0,2,0,0,0,0,1,0,13,1
29461,0,0,1,1,2,1,3,3,1,0,4,1,1,0,0,0,14,1
29462,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,13,0
29463,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,1
29465,0,0,0,0,0,0,0,3,0,2,2,0,0,0,1,0,14,0
29466,1,1,0,0,0,0,2,3,0,3,3,0,0,0,0,0,13,1
29467,0,0,0,0,0,0,0,3,1,2,4,0,1,1,0,0,13,0
29468,1,0,0,1,0,0,2,3,2,2,2,0,1,0,0,0,16,1
29469,0,0,1,1,1,0,1,3,1,0,1,0,1,0,0,0,13,1
29470,0,0,0,0,0,0,1,3,0,3,2,0,0,0,0,0,13,0
29471,0,0,0,0,0,0,1,1,0,4,1,0,0,0,0,0,14,0
29472,0,0,0,0,0,2,0,3,2,3,1,0,1,0,0,0,14,0
29474,0,0,0,1,0,0,1,3,0,4,0,0,0,0,1,0,13,0
29475,0,0,0,0,0,0,1,3,0,3,3,0,0,0,0,0,13,0
29476,0,0,0,1,0,0,0,3,0,4,4,0,0,0,1,0,13,0
29477,0,0,0,0,0,0,0,3,0,0,4,0,0,1,0,0,14,0
29479,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,13,0
29481,0,0,0,1,0,3,0,3,0,4,4,0,0,0,0,0,13,0
29482,1,1,1,1,0,0,3,1,0,0,1,1,0,0,0,0,14,1
29483,0,0,0,1,0,0,1,3,0,3,3,0,0,0,0,0,14,0
29484,0,0,0,1,0,0,1,3,3,1,1,0,1,0,0,0,15,0
29486,0,1,0,0,0,2,2,3,2,1,1,0,1,0,0,0,14,1
29487,0,1,1,0,0,1,0,3,1,0,1,0,1,0,0,0,16,1
29489,0,0,0,0,0,2,1,3,4,3,1,0,1,0,0,0,14,0
29491,1,1,1,1,0,0,3,2,0,1,1,1,0,0,0,0,15,1
29492,0,0,1,0,0,1,1,3,1,3,3,0,1,0,0,0,14,1
29493,0,0,0,1,0,0,2,3,0,1,0,0,0,0,1,1,14,0
29494,0,0,0,1,0,0,2,3,0,3,4,0,0,0,0,0,15,0
29495,0,0,0,1,1,0,0,3,0,3,4,0,0,0,0,0,14,0
29496,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,14,0
29497,0,0,0,0,0,0,0,3,0,2,4,0,0,0,0,0,14,0
29498,0,0,0,0,0,0,2,2,0,2,4,0,0,0,0,0,14,0
29499,0,1,0,1,1,0,1,3,2,4,4,0,1,0,1,0,15,1
29500,0,0,0,0,0,2,0,3,1,3,1,0,1,0,0,0,14,0
29501,0,0,0,1,0,1,0,3,4,1,4,0,1,0,0,0,15,0
29502,0,0,0,1,0,0,2,3,0,2,2,0,0,0,0,0,14,0
29503,0,0,0,1,0,0,2,3,0,2,2,0,0,0,0,0,15,0
29504,1,0,0,0,0,1,0,3,0,1,4,0,0,0,0,0,14,1
29505,0,0,0,1,2,0,2,3,1,3,0,0,1,0,1,0,14,0
29506,1,0,0,1,0,0,3,0,0,1,2,1,0,0,1,1,14,1
29509,0,0,0,0,0,4,0,3,0,1,4,0,0,0,0,0,15,0
29510,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,15,0
29511,0,0,0,0,2,4,0,3,0,1,1,0,0,0,0,0,16,0
29512,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,16,0
29513,0,0,0,0,0,1,0,3,0,3,4,0,0,0,0,0,15,0
29514,0,0,0,1,0,0,0,3,2,1,0,0,1,0,0,0,15,0
29515,0,0,0,1,0,0,2,3,0,3,0,0,0,0,0,0,16,0
29516,1,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,15,1
29517,0,0,0,1,0,0,0,3,2,4,4,0,1,0,1,0,16,0
29519,0,0,1,1,0,1,1,3,1,4,2,0,1,0,1,0,15,1
29520,1,0,1,1,0,0,0,3,0,2,1,0,0,0,0,0,15,1
29521,0,1,0,0,0,2,0,1,1,2,2,0,1,0,1,0,15,1
29523,0,0,0,0,0,1,1,3,0,3,0,0,0,0,0,0,16,0
29524,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,15,0
29525,0,0,0,1,0,0,0,3,0,2,3,0,0,0,0,0,17,0
29526,0,0,0,1,0,0,0,3,0,2,3,0,0,0,0,0,15,0
29528,1,1,1,1,0,1,0,2,1,4,4,0,1,0,0,0,17,1
29530,0,0,1,1,0,0,2,2,0,4,4,0,0,0,0,0,15,1
29531,1,1,0,0,0,2,2,2,0,2,2,0,0,0,0,0,16,1
29532,0,0,0,0,0,0,4,2,1,0,3,1,1,0,1,0,15,0
29534,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,15,0
29535,1,0,0,1,0,0,2,2,0,3,4,0,0,0,0,0,15,1
29536,0,1,0,1,1,0,2,2,0,3,4,0,0,0,0,0,15,1
29537,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,15,0
29541,0,0,1,1,0,0,0,3,0,4,4,0,0,0,0,0,15,1
29542,0,0,1,0,0,0,0,3,0,3,3,0,0,0,1,0,15,1
29544,1,0,0,1,0,0,0,3,0,3,4,0,0,0,0,0,15,1
29546,0,0,0,1,0,0,2,3,0,1,1,0,0,0,0,0,16,0
29547,0,0,0,1,0,0,1,3,0,2,4,0,0,0,1,0,16,0
29548,0,0,0,0,0,0,0,3,0,4,2,0,0,0,0,0,15,0
29549,0,1,0,1,1,0,1,3,4,4,4,0,1,0,0,0,16,1
29550,1,0,1,1,0,0,1,2,0,1,1,0,0,0,0,0,15,1
29552,0,0,0,1,0,0,1,2,0,2,2,0,0,0,0,0,16,0
29553,1,1,1,1,0,0,2,3,0,2,3,0,0,0,1,0,15,1
29554,0,0,0,1,0,0,0,3,0,3,4,0,0,0,0,0,16,0
29555,0,0,0,1,0,0,0,3,0,2,3,0,0,0,1,0,15,0
29556,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,16,0
29557,1,0,0,1,0,0,2,3,0,2,3,0,0,0,1,1,15,1
29558,0,0,0,1,0,0,1,3,0,3,4,0,0,0,0,0,15,0
29559,1,0,1,1,1,0,2,2,3,1,1,0,1,0,1,0,15,1
29560,1,0,0,1,0,0,0,3,0,0,4,0,0,0,1,1,17,1
29561,0,0,1,1,0,0,0,3,0,2,4,0,0,0,0,0,15,1
29562,0,1,0,1,1,0,2,2,1,2,3,0,1,0,1,0,16,1
29563,1,0,0,0,0,0,3,2,1,4,0,1,1,0,1,0,17,1
29565,0,0,0,0,0,0,3,3,1,3,2,1,1,0,1,0,17,0
29567,0,0,0,1,0,0,1,1,2,1,1,0,1,0,1,1,17,0
29568,0,0,0,1,0,0,2,2,0,3,1,0,0,0,0,0,17,0
29569,1,1,1,0,0,1,2,3,2,3,4,0,1,0,0,0,17,1
29570,0,1,1,0,0,0,2,3,0,2,4,0,0,0,0,0,17,1
29571,1,1,0,0,1,5,2,3,2,2,4,0,1,0,0,0,17,1
29572,0,0,1,1,0,0,1,3,1,4,3,0,1,0,0,0,17,1
29573,0,0,0,0,0,1,1,3,1,3,4,0,1,0,0,0,17,0
29574,0,0,1,1,0,0,0,3,0,3,4,0,0,0,1,0,17,1
29580,0,0,0,1,0,0,2,3,0,4,4,0,0,0,0,0,13,0
29581,1,0,0,1,0,0,1,3,0,4,4,0,0,0,0,0,13,1
29582,0,0,0,1,0,0,1,3,2,1,4,0,1,0,0,0,13,0
29583,0,0,0,0,0,2,0,3,4,3,4,0,1,0,0,0,15,0
29584,0,0,0,0,0,2,0,3,0,3,4,0,0,0,0,0,13,0
29586,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,13,0
29587,0,0,0,0,0,2,2,3,0,2,1,0,0,0,1,0,14,0
29588,0,0,0,1,0,0,0,3,0,2,4,0,0,0,0,0,14,0
29589,0,0,0,1,0,0,0,3,2,2,4,0,1,0,1,1,13,0
29591,0,0,0,0,0,1,1,2,0,2,2,0,0,0,0,0,14,0
29592,0,0,0,0,0,2,4,3,0,1,0,1,0,0,0,0,13,0
29593,0,0,0,0,0,0,1,3,4,2,3,0,1,0,0,0,15,0
29594,1,1,0,1,3,1,3,1,0,1,1,1,0,0,0,0,14,1
29595,0,0,1,1,1,0,0,3,1,2,4,0,1,0,1,1,16,1
